company,title,job_id,location,country,salary,remote,seniority,us_citizenship_required,security_clearance,relocation_assistance,source_platform,date_posted,scraped_at,apply_url,description_text
Bell (Textron),,1533211,,United States of America,,onsite,mid,unknown,unknown,unknown,taleo,N/A,2026-06-07T18:02:26.542144+00:00,https://textron.taleo.net/careersection/bell/jobdetail.ftl?job=1533211,
Bell (Textron),,1532611,,United States of America,,onsite,mid,unknown,unknown,unknown,taleo,N/A,2026-06-07T18:02:26.542159+00:00,https://textron.taleo.net/careersection/bell/jobdetail.ftl?job=1532611,
Bell (Textron),,1532964,,United States of America,,onsite,mid,unknown,unknown,unknown,taleo,N/A,2026-06-07T18:02:26.542174+00:00,https://textron.taleo.net/careersection/bell/jobdetail.ftl?job=1532964,
Bell (Textron),,1534967,,United States of America,,onsite,mid,unknown,unknown,unknown,taleo,N/A,2026-06-07T18:02:26.542189+00:00,https://textron.taleo.net/careersection/bell/jobdetail.ftl?job=1534967,
Bell (Textron),,1534989,,United States of America,,onsite,mid,unknown,unknown,unknown,taleo,N/A,2026-06-07T18:02:26.542204+00:00,https://textron.taleo.net/careersection/bell/jobdetail.ftl?job=1534989,
Bell (Textron),,1534976,,United States of America,,onsite,mid,unknown,unknown,unknown,taleo,N/A,2026-06-07T18:02:26.542219+00:00,https://textron.taleo.net/careersection/bell/jobdetail.ftl?job=1534976,
Bell (Textron),,1534167,,United States of America,,onsite,mid,unknown,unknown,unknown,taleo,N/A,2026-06-07T18:02:26.542234+00:00,https://textron.taleo.net/careersection/bell/jobdetail.ftl?job=1534167,
Bell (Textron),,1533886,,United States of America,,onsite,mid,unknown,unknown,unknown,taleo,N/A,2026-06-07T18:02:26.542249+00:00,https://textron.taleo.net/careersection/bell/jobdetail.ftl?job=1533886,
Bell (Textron),,1513407,,United States of America,,onsite,mid,unknown,unknown,unknown,taleo,N/A,2026-06-07T18:02:26.542264+00:00,https://textron.taleo.net/careersection/bell/jobdetail.ftl?job=1513407,
Bell (Textron),,1533094,,United States of America,,onsite,mid,unknown,unknown,unknown,taleo,N/A,2026-06-07T18:02:26.542279+00:00,https://textron.taleo.net/careersection/bell/jobdetail.ftl?job=1533094,
Bell (Textron),,1531516,,United States of America,,onsite,mid,unknown,unknown,unknown,taleo,N/A,2026-06-07T18:02:26.542294+00:00,https://textron.taleo.net/careersection/bell/jobdetail.ftl?job=1531516,
